"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Ratio","SHR Measure Score","SHR Reason for No Score (See Footnotes File)","State Average SHR Measure Score","National Average SHR Measure Score"
"322511 CENTRAL NEW MEXICO KIDNEY CENTER (FMC)","322511","-","2800 PALMILLA RD","LOS LUNAS","NM","87031","Network 15","Standardized Hospitalization Ratio","99.64","8","-","5","3"
"322513 ESPANOLA DIALYSIS (FMC)","322513","-","1420 CALLE DE LA MERCED","ESPANOLA","NM","87532","Network 15","Standardized Hospitalization Ratio","72.02","10","-","5","3"
"322514 TAOS DIALYSIS (DCI)","322514","-","1335 MAESTAS RD","TAOS","NM","87571","Network 15","Standardized Hospitalization Ratio","145.13","3","-","5","3"
"322516 DEMING DIALYSIS (FMC)","322516","-","814 W ADOBE DR","DEMING","NM","88030","Network 15","Standardized Hospitalization Ratio","142.08","3","-","5","3"
"322518 LAS VEGAS NM DIALYSIS (FMC)","322518","-","246 MILLS AVE","LAS VEGAS","NM","87701","Network 15","Standardized Hospitalization Ratio","78.67","10","-","5","3"
"322519 SOUTHEASTERN NM KIDNEY CENTER (FMC)","322519","-","2801 N MAIN SUITE H","ROSWELL","NM","88201","Network 15","Standardized Hospitalization Ratio","125.22","5","-","5","3"
"322520 RIO RANCHO DIALYSIS (DCI)","322520","-","4045 JACKIE RD SE","RIO RANCHO","NM","87124","Network 15","Standardized Hospitalization Ratio","126.81","5","-","5","3"
"322521 HOBBS DIALYSIS (FMC)","322521","-","2827 N DAL PASO STE 105","HOBBS","NM","88240","Network 15","Standardized Hospitalization Ratio","130.48","5","-","5","3"
"322522 CARLSBAD DIALYSIS (DCI)","322522","320063","2319 OSBORNE RD","CARLSBAD","NM","88220","Network 15","Standardized Hospitalization Ratio","199.24","0","-","5","3"
"322523 NORTH ALBUQUERQUE DIALYSIS CENTER (FMC)","322523","-","5200 SAN MATEO BLVD NE","Albuquerque","NM","87109","Network 15","Standardized Hospitalization Ratio","113.08","7","-","5","3"
"322524 ACL DIALYSIS (DCI)","322524","-","I-40 EXIT 102","SAN FIDEL","NM","87049","Network 15","Standardized Hospitalization Ratio","84.49","10","-","5","3"
"322526 RATON DIALYSIS (DCI)","322526","-","900 S SIXTH ST","RATON","NM","87740","Network 15","Standardized Hospitalization Ratio","63.32","10","-","5","3"
"322528 LAS CRUCES SOUTH DIALYSIS (FMC)","322528","-","2525 S TELSHOR BLVD STE B","LAS CRUCES","NM","88011","Network 15","Standardized Hospitalization Ratio","175.87","0","-","5","3"
"322529 CARLSBAD DIALYSIS (FMC)","322529","-","902 A WEST PIERCE","CARLSBAD","NM","88220","Network 15","Standardized Hospitalization Ratio","207.43","0","-","5","3"
"322530 ALBUQUERQUE EAST (DCI)","322530","-","905 LOUISIANA BLVD NE","ALBUQUERQUE","NM","87110","Network 15","Standardized Hospitalization Ratio","151.31","2","-","5","3"
"322531 GIBSON DIALYSIS CENTER (FMC)","322531","-","5031 INDIAN SCHOOL RD NE","Albuquerque","NM","87110","Network 15","Standardized Hospitalization Ratio","126.30","5","-","5","3"
"322533 NORTH RIO RANCHO DIALYSIS (FMC)","322533","-","7555 ENCHANTED HILLS BLVD STE 102","RIO RANCHO","NM","87144","Network 15","Standardized Hospitalization Ratio","95.89","9","-","5","3"
"322538 SANTA FE HOME (FMC)","322538","-","2100 CALLE DE LA VUELTA, SUITE A101","SANTA FE","NM","87505","Network 15","Standardized Hospitalization Ratio","94.62","9","-","5","3"
"322540 RED ROCKS HOME DIALYSIS, LLC","322540","-","1801 RED ROCKS DR","GALLUP","NM","87301","Network 15","Standardized Hospitalization Ratio","109.88","7","-","5","3"
"322541 ALBUQUERQUE SOUTH (DCI)","322541","-","1725 ISLETA BLVD SW","ALBUQUERQUE","NM","87105","Network 15","Standardized Hospitalization Ratio","176.77","0","-","5","3"
"322542 Fresenius Kidney Care HOME DIALYSIS OF NEW MEXICO LLC","322542","-","700 LOMAS BLVD NE","ALBUQUERQUE","NM","87102","Network 15","Standardized Hospitalization Ratio","147.07","3","-","5","3"
"322543 CUBA DIALYSIS (DCI)","322543","-","14 EAST CORDOVA AVE","CUBA","NM","87103","Network 15","Standardized Hospitalization Ratio","127.72","5","-","5","3"
"322545 JICARILLA APACHE NATION DIALYSIS TREATMENT CENTER (FMC)","322545","-","450 N MUNDO DR","DULCE","NM","87528","Network 15","Standardized Hospitalization Ratio","115.61","6","-","5","3"
"322546 - LIBERTY ALBUQUERQUE DIALYSIS (FMC)","322546","-","3810 COMMONS AVE NE","ALBUQUERQUE","NM","87109","Network 15","Standardized Hospitalization Ratio","172.79","0","-","5","3"
"322547-The Kidney Care Center, LLC","322547","-","3921 N. CALLE GRANDE","HOBBS","NM","88240","Network 15","Standardized Hospitalization Ratio","166.02","1","-","5","3"
"322548 - LIBERTY RIO RANCHO (FMC)","322548","-","5751 MCMAHON BLVD NW","ALBUQUERQUE","NM","87114","Network 15","Standardized Hospitalization Ratio","118.08","6","-","5","3"
"322550-US RENAL CARE CLOVIS DIALYSIS","322550","-","4024 N PRINCE STREET","CLOVIS","NM","88101","Network 15","Standardized Hospitalization Ratio","140.23","4","-","5","3"
"322551-ALBUQUERQUE WESTSIDE, LLC","322551","-","300 UNSER BLVD NW","ALBUQUERQUE","NM","87121","Network 15","Standardized Hospitalization Ratio","139.69","4","-","5","3"
"322552-SANDHILL DIALYSIS","322552","-","1300 ENTERPRISE RD","SOCORRO","NM","87801","Network 15","Standardized Hospitalization Ratio","82.97","10","-","5","3"
"322553-CLOVIS HIGH PLAINS","322553","-","121 TOWNSGATE PLAZA","CLOVIS","NM","88101","Network 15","Standardized Hospitalization Ratio","121.01","6","-","5","3"
"322554- SOLID ROCK DIALYSIS, LLC","322554","-","1580 HIGHWAY 264","GALLUP","NM","87301","Network 15","Standardized Hospitalization Ratio","135.83","4","-","5","3"
"322557-HOME DIALYSIS OF SANTA FE,LLC","322557","-","2904 RODEO PARK DRIVE EAST","SANTA FE","NM","87505","Network 15","Standardized Hospitalization Ratio","87.88","10","-","5","3"
"322558-Albuquerque Southwest Mesa","322558","-","8121 CENTRAL AVE NW","ALBUQUERQUE","NM","87121","Network 15","Standardized Hospitalization Ratio","96.57","9","-","5","3"
"322559-US Renal Care Las Cruces","322559","-","250 E AMADOR AVENUE","Las Cruces","NM","88001","Network 15","Standardized Hospitalization Ratio","172.82","1","-","5","3"
"322560-Fresenius Kidney Care Turquoise Trail","322560","-","5221 LAS SOLERAS DRIVE","Santa Fe","NM","87507","Network 15","Standardized Hospitalization Ratio","167.35","0","-","5","3"
"462307 LOGAN REGIONAL HOSPITAL DIALYSIS CENTER","462307","460015","1400 N 550 E","LOGAN","UT","84341","Network 15","Standardized Hospitalization Ratio","157.45","2","-","6","3"
"462308 TOOELE VALLEY DIALYSIS CENTER","462308","460014","196 E 2000 N STE 112","TOOELE","UT","84074","Network 15","Standardized Hospitalization Ratio","122.17","6","-","6","3"
"462311 HEBER VALLEY DIALYSIS","462311","-","380 EAST 1500 SOUTH","HEBER CITY","UT","84032","Network 15","Standardized Hospitalization Ratio","125.33","5","-","6","3"
"462319 BLUE MOUNTAIN HOSPITAL DIALYSIS","462319","460056","802 S 200 W","BLANDING","UT","84511","Network 15","Standardized Hospitalization Ratio","131.86","4","-","6","3"
"462320 PRIMARY CHILDREN'S DIALYSIS CENTER","462320","-","81 NORTH MARIO CAPECCHI DR","SALT LAKE CITY","UT","84113","Network 15","Standardized Hospitalization Ratio","No Rate","No Score","13","6","3"
"462500 FARMINGTON BAY DIALYSIS CENTER","462500","-","942 S MAIN ST","LAYTON","UT","84041","Network 15","Standardized Hospitalization Ratio","95.36","9","-","6","3"
"462503 KOLFF DIALYSIS CENTER/UNIV. OF UTAH","462503","-","423 WAKARA WAY","SALT LAKE CITY","UT","84108","Network 15","Standardized Hospitalization Ratio","169.79","0","-","6","3"
"462504 SRS-Provo, LLC","462504","-","1675 N FREEDOM BLVD STE 15","PROVO","UT","84604","Network 15","Standardized Hospitalization Ratio","187.36","0","-","6","3"
"462510 CASTLEVIEW DIALYSIS","462510","-","230 N HOSPITAL DR STE 1","PRICE","UT","84501","Network 15","Standardized Hospitalization Ratio","64.18","10","-","6","3"
"462511 DIXIE DIALYSIS CENTER","462511","-","720 S RIVER RD STE D1100","SAINT GEORGE","UT","84790","Network 15","Standardized Hospitalization Ratio","88.64","9","-","6","3"
"462518 SOUTH VALLEY DIALYSIS CENTER","462518","-","8750 S SANDY PKWY","SANDY","UT","84070","Network 15","Standardized Hospitalization Ratio","185.89","0","-","6","3"
"462519 BONNEVILLE DIALYSIS CENTER","462519","-","5575 S 500 E","OGDEN","UT","84405","Network 15","Standardized Hospitalization Ratio","102.15","8","-","6","3"
"462521 BOUNTIFULDIALYSIS","462521","-","532 S 500 W","BOUNTIFUL","UT","84010","Network 15","Standardized Hospitalization Ratio","90.78","9","-","6","3"
"462528 IRON MISSION DIALYSIS CENTER","462528","-","1277 N NORTHFIELD RD STE A100","CEDAR CITY","UT","84721","Network 15","Standardized Hospitalization Ratio","117.59","6","-","6","3"
"462529 OQUIRRH ARTIFICIAL KIDNEY CENTER","462529","-","5320 SOUTH 2700 WEST","TAYLORSVILLE","UT","84129","Network 15","Standardized Hospitalization Ratio","117.63","6","-","6","3"
"462530 FRESENIUS KIDNEY CARE WASATCH","462530","-","3702 SOUTH STATE STREET, SUITE 101","SALT LAKE CITY","UT","84115","Network 15","Standardized Hospitalization Ratio","114.84","6","-","6","3"
"462532 SOUTH MOUNTAIN DIALYSIS","462532","-","10969 S RIVERFRONT PKWY STE 100","SOUTH JORDAN","UT","84095","Network 15","Standardized Hospitalization Ratio","94.01","9","-","6","3"
"462533 WEST VALLEY DIALYSIS CLINIC","462533","-","3854 W 5400 S","TAYLORSVILLE","UT","84129","Network 15","Standardized Hospitalization Ratio","102.96","8","-","6","3"
"462534 SRS- AMERICAN FORK DIALYSIS CENTER","462534","-","1159 EAST 200 NORTH STE 150","American Fork","UT","84003","Network 15","Standardized Hospitalization Ratio","56.81","10","-","6","3"
"462536 HURRICANE DIALYSIS CENTER","462536","-","48 S 2500 W STE 100","HURRICANE","UT","84737","Network 15","Standardized Hospitalization Ratio","103.76","8","-","6","3"
"462537 LIBERTY DIALYSIS - LAYTON (FMC)","462537","-","2132 N 1700 W STE 120","LAYTON","UT","84041","Network 15","Standardized Hospitalization Ratio","99.75","8","-","6","3"
"462538 LIBERTY DIALYSIS - WOODSCROSS (FMC)","462538","-","572 W 750 S","BOUNTIFUL","UT","84010","Network 15","Standardized Hospitalization Ratio","103.90","8","-","6","3"
"462540 LIBERTY DIALYSIS - OGDEN (FMC)","462540","-","4780 OLD POST RD","OGDEN","UT","84403","Network 15","Standardized Hospitalization Ratio","103.22","8","-","6","3"
"462541 PLEASANT VIEW DIALYSIS CENTER","462541","-","2715 N HIGHWAY 89","OGDEN","UT","84414","Network 15","Standardized Hospitalization Ratio","109.38","7","-","6","3"
"462542 LIBERTY DIALYSIS - ST GEORGE (FMC)","462542","-","624 S 1000 E STE 101","SAINT GEORGE","UT","84790","Network 15","Standardized Hospitalization Ratio","131.86","4","-","6","3"
"462543 SRS- PAYSON, LLC","462543","-","15 S 1000 E STE 50","PAYSON","UT","84651","Network 15","Standardized Hospitalization Ratio","71.66","10","-","6","3"
"462544 MARK LINDSAY DIALYSIS CENTER","462544","-","1154 E COUNTRY HILLS DR","OGDEN","UT","84405","Network 15","Standardized Hospitalization Ratio","123.66","5","-","6","3"
"462545 LIBERTY DIALYSIS WEST JORDAN (FMC)","462545","-","3823 W 9000 S STE D","WEST JORDAN","UT","84088","Network 15","Standardized Hospitalization Ratio","140.30","4","-","6","3"
"462546 FMC-RIVERTON LLC","462546","-","12523 SOUTH CREEK MEADOW ROAD","RIVERTON","UT","84065","Network 15","Standardized Hospitalization Ratio","107.59","7","-","6","3"
"462547 LIBERTY DIALYSIS SOUTH OGDEN HOME","462547","-","475 EAST 40TH STREET","OGDEN","UT","84403","Network 15","Standardized Hospitalization Ratio","71.87","10","-","6","3"
"462548-FMC-CEDAR CITY","462548","-","1320 NORTH MAIN STREET","CEDAR CITY","UT","84721","Network 15","Standardized Hospitalization Ratio","106.24","7","-","6","3"
"462549-FRESENIUS KIDNEY CARE WEST SALT LAKE","462549","-","4101 WEST PIONEER PARKWAY","WEST VALLEY CITY","UT","84120","Network 15","Standardized Hospitalization Ratio","97.44","8","-","6","3"
"462550-Fresenius Kidney Care-Pleasant View","462550","-","1735 W 2700 N","Farr West","UT","84404","Network 15","Standardized Hospitalization Ratio","99.97","8","-","6","3"
"462552-FRESENIUS KIDNEY CARE UTAH VALLEY","462552","-","121 S OREM BLVD","OREM","UT","84058","Network 15","Standardized Hospitalization Ratio","53.97","10","-","6","3"
"462553-Bridge Dialysis","462553","-","1213 FLINT MEADOWS DR","Kaysville","UT","84037","Network 15","Standardized Hospitalization Ratio","122.57","6","-","6","3"
"463501 INTERMOUNTAIN MEDICAL CENTER DIALYSIS SERVICES","463501","-","74 WEST VINE STREET","Murray","UT","84107","Network 15","Standardized Hospitalization Ratio","128.03","5","-","6","3"
"463502 UTAH DIALYSIS LAB","463502","-","1000 S MAIN ST STE 105","SALT LAKE CITY","UT","84101","Network 15","Standardized Hospitalization Ratio","109.33","7","-","6","3"
"463504 SEVIER VALLEY DIALYSIS","463504","462302","1100 NORTH MAIN","RICHFIELD","UT","84701","Network 15","Standardized Hospitalization Ratio","117.88","6","-","6","3"
"463505 UINTAH BASIN MED CTR DIALYSIS - ROOSEVELT","463505","-","205 W 300 N #75-2","ROOSEVELT","UT","84066","Network 15","Standardized Hospitalization Ratio","180.71","0","-","6","3"
"463506 UINTAH BASIN MED CTR DIALYSIS- VERNAL","463506","-","224 E 500 S STE A","VERNAL","UT","84078","Network 15","Standardized Hospitalization Ratio","162.61","1","-","6","3"
"532304 MEM HOSP OF SWEETWATER COUNTY/DIALYSIS","532304","530011","1200 COLLEGE DR","ROCK SPRINGS","WY","82901","Network 15","Standardized Hospitalization Ratio","72.06","10","-","6","3"
"532305 CCMH DIALYSIS UNIT","532305","530002","501 S BURMA","Gillette","WY","82716","Network 15","Standardized Hospitalization Ratio","90.71","9","-","6","3"
"532306 IVINSON MEMORIAL HOSP - DIALYSIS CENTER","532306","530025","255 N 30TH ST","LARAMIE","WY","82072","Network 15","Standardized Hospitalization Ratio","29.80","10","-","6","3"
"532501 CHEYENNE DIALYSIS (FMC)","532501","-","1739 MEADOWLAND DR","CHEYENNE","WY","82009","Network 15","Standardized Hospitalization Ratio","89.21","9","-","6","3"
"532503 WIND RIVER DIALYSIS CENTER","532503","-","11 SHIPTON LN","FORT WASHAKIE","WY","82514","Network 15","Standardized Hospitalization Ratio","112.96","7","-","6","3"
"532504 WYOMING KIDNEY CENTER (USRC)","532504","-","1141 WILKINS CIR","CASPER","WY","82601","Network 15","Standardized Hospitalization Ratio","150.47","2","-","6","3"
"532505 BIG HORN BASIN REGIONAL DIALYSIS (DCI)","532505","-","424 YELLOWSTONE AVE, STE 150","CODY","WY","82414","Network 15","Standardized Hospitalization Ratio","72.19","10","-","6","3"
"532506 Watt Dialysis Center LLC","532506","-","1401 WEST 5TH ST","SHERIDAN","WY","82801","Network 15","Standardized Hospitalization Ratio","188.76","0","-","6","3"
"533501 EVANSTON REGIONAL HOSPITAL/DIALYSIS","533501","532307","112 YELLOWCREEK RD","EVANSTON","WY","82930","Network 15","Standardized Hospitalization Ratio","130.11","5","-","6","3"
"Able Dialysis LLC","732515","-","2835 W CHESTER PIKE","Broomall","PA","19008","Network 4","Standardized Hospitalization Ratio","No Rate","No Score","13","3","3"
"ADIRONDACK MEDICAL CENTER ESRD","332404","330079","2233 STATE ROUTE 86","SARANAC LAKE","NY","12983","Network 2","Standardized Hospitalization Ratio","118.01","6","-","2","3"
"Advanced Dialysis Center","552501","-","3932 DOWNING AVENUE","Baldwin Park","CA","91706","Network 18","Standardized Hospitalization Ratio","233.61","0","-","4","3"
"Advanced Dialysis Center-Crofton","212741","-","2131 DAVIDSONVILLE RD","CROFTON","MD","21114","Network 5","Standardized Hospitalization Ratio","130.61","5","-","6","3"
"ADVANCED DIALYSIS CENTER - ROCKVILLE","212656","-","299 HURLEY AVE","ROCKVILLE","MD","20850","Network 5","Standardized Hospitalization Ratio","113.47","7","-","6","3"
"Advanced Home Dialysis, Inc","752588","-","19231 VICTORY BLVD #103","Reseda","CA","91335","Network 18","Standardized Hospitalization Ratio","No Rate","No Score","13","4","3"
"Advance Renal Care","682789","-","1493 NW 54TH ST","Miami","FL","33142","Network 7","Standardized Hospitalization Ratio","No Rate","No Score","13","2","3"
"AFFILIATED DIALYSIS OF JOLIET","142773","-","1352 HOUBOLT RD","JOLIET","IL","60431","Network 10","Standardized Hospitalization Ratio","No Rate","No Score","13","3","3"
"AFFILIATED DIALYSIS OF MORRIS","142814","-","1401 LAKEWOOD DRIVE","MORRIS","IL","60450","Network 10","Standardized Hospitalization Ratio","139.69","4","-","3","3"
"Affiliated Dialysis of Ohio - Beachwood","362842","-","9555 ROCKSIDE ROAD","Valley View","OH","44125","Network 9","Standardized Hospitalization Ratio","159.05","1","-","3","3"
"Alaris Hamilton Park Dialysis Center","312580","-","328 NINTH STREET","JERSEY CITY","NJ","07302","Network 3","Standardized Hospitalization Ratio","176.62","2","-","3","3"
"Alaris Health at Chateau","312701","-","96 PARKWAY","Rochelle Park","NJ","07662","Network 3","Standardized Hospitalization Ratio","185.99","0","-","3","3"
"Alaris Health at Essex","312676","-","155-40TH STREET","IRVINGTON","NJ","07111","Network 3","Standardized Hospitalization Ratio","188.95","0","-","3","3"
"ALASKA DIALYSIS - Laurel Street","022500","-","3950 LAUREL STREET","ANCHORAGE","AK","99508","Network 16","Standardized Hospitalization Ratio","116.22","6","-","6","3"
"ALBANY MEDICAL CENTER","332306","330013","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","Network 2","Standardized Hospitalization Ratio","No Rate","No Score","13","2","3"
"ALBERT EINSTEIN MEDICAL CENTER","392338","390142","5501 OLD YORK ROAD","Philadelphia","PA","19141","Network 4","Standardized Hospitalization Ratio","129.37","6","-","3","3"
"Albuquerque Home","322563","-","4333 PAN AMERICAN FREEWAY NE","Albuquerque","NM","87107","Network 15","Standardized Hospitalization Ratio","156.87","2","-","5","3"
"ALEXANDRIA KIDNEY CENTER","492505","-","4141 DUKE STREET","ALEXANDRIA","VA","22304","Network 5","Standardized Hospitalization Ratio","143.73","3","-","4","3"
"ALFRED I. DUPONT HOSPITAL FOR CHILDREN DIALYSIS CENTER","082302","083300","1600 ROCKLAND ROAD","Wilmington","DE","19899","Network 4","Standardized Hospitalization Ratio","No Rate","No Score","13","4","3"
"ALTRU DIALYSIS SAT AT MERCY HOSP","353506","-","1031 7TH ST NE","DEVILS LAKE","ND","58301","Network 11","Standardized Hospitalization Ratio","136.69","4","-","4","3"
"ALTRU HEALTH SYSTEM RENAL DIALYSIS AT LIFECARE","243540","-","711 DELMORE DR","ROSEAU","MN","56751","Network 11","Standardized Hospitalization Ratio","48.20","10","-","4","3"
"ALTRU HEALTH SYSTEM RENAL DIALYSIS CROOKSTON","243541","-","400 S MINNESOTA ST","CROOKSTON","MN","56716","Network 11","Standardized Hospitalization Ratio","77.78","10","-","4","3"
"ALVIN DIALYSIS CENTER","452772","-","2625 S LOOP 35 STE 154","ALVIN","TX","77511","Network 14","Standardized Hospitalization Ratio","174.58","0","-","2","3"
"AMERICAN HOME DIALYSIS","182612","-","721 SOUTH PRESTON STREET","LOUISVILLE","KY","40202","Network 9","Standardized Hospitalization Ratio","177.04","0","-","4","3"
"American Kidney Center","152693","-","419 CLIFTY DRIVE","MADISON","IN","47250","Network 9","Standardized Hospitalization Ratio","207.95","0","-","4","3"
